"attestation_id","attestation_file","attestation_cid","certificate","certificate_cid","reportingStart","reportingStartTimezoneOffset","reportingEnd","reportingEndTimezoneOffset","sellerName","sellerAddress","country","region","volume_Wh","generatorName","productType","label","energySource","generationStart","generationStartTimezoneOffset","generationEnd","generationEndTimezoneOffset"
"20220501_ACT_PL_transaction_1_attestation_173","ACT-API-2022-1010-2314-51-2302101451.pdf","bafkreicnnk4f2im57sab6uttpovatdrcfoc43q46njwwjrbeiv6klgostq","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_11","bafyreial6o3odki3lzzmewfvxmc4cpyhlom3xbp7a6tpoolddwemjmapku","2021-01-01",480,"2021-03-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,4454000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2020-01-01",480,"2020-05-28",480
"20220501_ACT_PL_transaction_1_attestation_2923","ACT-API-2022-1010-2314-52-2601767686.pdf","bafkreiegt7nu24kpgibpgxyatxevprlteutxrlbfuithg7vb6jfubxqw7q","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_12","bafyreiduio2oeysdi6psy3ol33d2g3wp7my4kmwpqkbpwfoey2qcpquwhe","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,21000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2020-01-01",480,"2020-05-28",480
"20220501_ACT_PL_transaction_1_attestation_2673","ACT-API-2022-1010-2314-53-2250637972.pdf","bafkreiahxfxqu2o5wbxzxsgbq6ojp7tebbivgfv7mmx5djirnsc4k2bzhi","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_13","bafyreidjqkkdfj7m4trq7tojrthvlmrfjj7abkojyybjedtohpposxu6ce","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,417000000,"Chenhui Yadian Windfarm Ph1","IREC",,"wind","2021-01-01",480,"2021-03-31",480
"20220501_ACT_PL_transaction_1_attestation_2954","ACT-API-2022-1010-2314-54-2166191382.pdf","bafkreihyklleiznlq2cnwvw2s7yx6xgvvzsjmc7thqtiptiqrcijwpx3gm","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_14","bafyreihwe45xxsgp6eelwpligzg6u7hfiroh5buk6qzggssssrz4ijfn7i","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,7130000000,"Chenhui Yadian Windfarm Ph1","IREC",,"wind","2021-01-01",480,"2021-03-31",480
"20220501_ACT_PL_transaction_1_attestation_59","ACT-API-2022-1010-2314-55-2225721152.pdf","bafkreidylmj7k6cxadqhjiykaoyumtjrd3ss4l2to5tztvnin7lhebgfn4","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_15","bafyreifasjjtsmv2lluxlkrnv6zafdzzlvnnvaop4fpwqlhvtkyfxx2xxu","2020-01-01",480,"2020-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,7009000000,"Chenhui Yadian Windfarm Ph1","IREC",,"wind","2021-01-01",480,"2021-03-31",480
"20220501_ACT_PL_transaction_1_attestation_1565","ACT-API-2022-1010-2314-56-3306614036.pdf","bafkreiadqrl5rf3u2ptm4x46oxdwco4eqvipg73btinrprylrevouezdba","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_16","bafyreigjxqvbuupkgbumerule3cgmsdr7qdqd53gquyrfarpt6rbat426i","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,6397000000,"Chenhui Yadian Windfarm Ph1","IREC",,"wind","2021-01-01",480,"2021-03-31",480
"20220501_ACT_PL_transaction_1_attestation_174","ACT-API-2022-1010-2314-57-2220609598.pdf","bafkreih5vv2lyupjpy5z7ueeeuscf3rfqgukytqlgmlakz4m5aug2rticq","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_17","bafyreia2mivgaytkrhquijbdyxmwb3h7i2hhck5kynhhbzitncfssg36ju","2021-01-01",480,"2021-03-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,5552000000,"Chenhui Yadian Windfarm Ph1","IREC",,"wind","2021-01-01",480,"2021-03-31",480
"20220501_ACT_PL_transaction_1_attestation_1981","ACT-API-2022-1010-2314-58-2240219189.pdf","bafkreigs6olv2tbscn2c7r4h6z4xaxgtvm7dcnos4liwhqplr2c23zopme","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_18","bafyreiaf2e7ohltiyanb7hr4hkczsd6gzjmjmfq7w6ks6kzpqxvl6uwede","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,5449000000,"Chenhui Yadian Windfarm Ph1","IREC",,"wind","2021-01-01",480,"2021-03-31",480
"20220501_ACT_PL_transaction_1_attestation_2576","ACT-API-2022-1010-2314-59-2432987591.pdf","bafkreialbjvmjm5jctwhbdio2dd7g34kynrz4fi6xgbhw7lxkknq5fpihu","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_19","bafyreia6ytavra7hvkuil4bcucq5t7n3fxiomqvx5qofijj6doelzqboua","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,5017000000,"Chenhui Yadian Windfarm Ph1","IREC",,"wind","2021-01-01",480,"2021-03-31",480
"20220501_ACT_PL_transaction_1_attestation_204","ACT-API-2022-1010-2315-00-2177369125.pdf","bafkreicwfodetdzyhwcl2xuvl5akpyt3rpvrtuiebpi57mjsxjny4k4kd4","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_20","bafyreicrfa7zg2vq4l74q4znftdw6tonjnranocy3yyi6u5qde7vlbyhn4","2021-01-01",480,"2021-03-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,3329000000,"Chenhui Yadian Windfarm Ph1","IREC",,"wind","2021-01-01",480,"2021-03-31",480
"20220501_ACT_PL_transaction_1_attestation_3046","ACT-API-2022-1010-2315-01-2185476383.pdf","bafkreibpa6wyyl2dimwpmflby3cv2ibpj2h6b5q4wtx3n6krrengnevhbi","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_21","bafyreidtfgkovo7ll5lcolneumnqafq7iwj2v7gobyvvrl67pbjt7n7bvm","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,1000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_31","ACT-API-2022-1010-2315-02-2220245174.pdf","bafkreiaii5ijtqor476ysqmwpqa3ajqmmdbs5enqglpj4s7z23ovqrnota","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_22","bafyreibtb2wwgbabqytqcf55ch27s6xddxxciprrpa3gdjkqxx3tjkj5ge","2020-01-01",480,"2020-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,4972000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_2377","ACT-API-2022-1010-2315-03-2148177257.pdf","bafkreiekvjxvjwdkoq5unp6ijkdzg4kxgdwncnywc55qju5a4cdl73vb2i","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_23","bafyreif25r3xjjwmfaj637afi4avsw4wkfg3cgubc2o2gt4fcje2owyosy","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,4907000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_1163","ACT-API-2022-1010-2315-04-2261262412.pdf","bafkreicfebcjas6pq7obnmt3bh3mcmxxkhgm3kiajjojeu5vat6qw3zxk4","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_24","bafyreihhzjrfs4zuwhgm75w3ypwhlsbp22w7ohjegj277rvhgis37fddta","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,4514000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_63","ACT-API-2022-1010-2315-05-2210207755.pdf","bafkreigojbzpbjjq7rphcayzioov7alaicbppb5cffrab6hmtudovglltq","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_25","bafyreicqzckrcae6yum4revg3rgl4hzpf6shyt6fjpmdbbk6qujgiulbzy","2020-01-01",480,"2020-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,4324000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_1165","ACT-API-2022-1010-2315-06-2171402361.pdf","bafkreicwuzrjspsnvdccau6vj6amf5ocjttqgcmwbqlfimsxdcheecjp4a","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_26","bafyreieo6hzb75nlsxvpvd3gvl4w7rzj2bcqowzndpnvqzmkhgcqmu2fsq","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,4265000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_41","ACT-API-2022-1010-2315-07-2235503942.pdf","bafkreibiu2yxla4yubbvz2bsqhbjvwu7hdnot6oiu34jeuzs4krxm7fpra","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_27","bafyreig5se5q7xxqttkzvgn3hsoxm7uxjrohqgrkixgrhj2qkb27hhewiy","2020-01-01",480,"2020-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,4198000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_64","ACT-API-2022-1010-2315-08-2198033347.pdf","bafkreig5ac3rukup5myroo5ncvksrtkytm7mrk3vngqgsyjbvc2qje72fi","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_28","bafyreibw6rxaam3ztj46qyqetvizc4zvq3huwwv23mhvdrkfre5hc6ivce","2020-01-01",480,"2020-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,3948000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_2213","ACT-API-2022-1010-2315-09-2254454185.pdf","bafkreihrog7x7l2blvivkjrtzv5m2beitumqbc4kbowyjr6g3yd7kl6fim","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_29","bafyreibw2fuq4gztr2vbbsentl2oqqfm7cizauxnoxn2pfwdzwxeqvxv7e","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,3865000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_2018","ACT-API-2022-1010-2315-10-2530795004.pdf","bafkreib7er554ydzwpik6bnrumttvt33u6zxv4w2sm3jvttawjrp2mnx6m","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_30","bafyreifnpnhwzkj2jt25g5f7pdnwbvxltb4lxyggsconnijddmh6aqc6qm","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,389000000,"Hami Santanghu Phase 2 Wind Farm","IREC",,"wind","2021-10-01",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_36","ACT-API-2022-1010-2315-11-2342588498.pdf","bafkreid2qhmgwitojack4wjjkkpnbz723ii4qklsbpscefg6366rfhjody","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_31","bafyreiepzhxtmv5gvrnxkub6pka7od4ina2kj6x3tseczpechmsbyohhge","2020-01-01",480,"2020-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,3845000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_2222","ACT-API-2022-1010-2315-12-2206593740.pdf","bafkreiawe4z323vatgbem2bin3pfwhzz3grluwcotgzsvxz3qewloqldhu","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_32","bafyreics4cno2smcdh53nwduausdvu6ynd7wmivn7a5nj3l5ej37qklyqm","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,3817000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_54","ACT-API-2022-1010-2315-13-2198961659.pdf","bafkreibszqlviailtn5bado4tpl4hsbeyejavoov226wcwon2m3gfciv4m","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_33","bafyreiesezfw6alo63fj3mnguu7nevc3ayw4sll2yknov3lfav2xt7t55i","2020-01-01",480,"2020-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,3275000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_2347","ACT-API-2022-1010-2315-14-2244237233.pdf","bafkreigx3wriscqgxq34rnrd7psjz45bwm744n4zr7ffhpotvv33ncunai","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_34","bafyreicdlwqpuqewplhob6z4q32uhvn2rhbcxjs4itks3ksfvmsrgdxute","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,3265000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_980","ACT-API-2022-1010-2315-15-2165653445.pdf","bafkreifmta2vb5mqjzls4n5llnizr2s5n45f35sa27zpn5yx64jwalhw5e","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_35","bafyreibwhzbfpbby73tlcmq3arb6v5lkysq47jk67widyxax4ahw4m5qwe","2021-01-04",480,"2021-06-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,3238000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_2066","ACT-API-2022-1010-2315-16-2129281181.pdf","bafkreidszviawkcqmwam77xciyenacgewdirfxrafii2zt54brv5zyhydu","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_36","bafyreigrpjnhjws6iplilfihpcvhtmv2653nhohzfczi5g5oe2cydtl4v4","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,2975000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_1005","ACT-API-2022-1010-2315-17-2322204571.pdf","bafkreic6hwcz5wwor6uua4nmzdone2iabq7rialjmpy27xz3dgl6dygr5a","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_37","bafyreigze5dqi3xlvkqjmvuxp7zb64poinkemno5jmovoqconq73xu22am","2021-01-04",480,"2021-06-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,2970000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_368","ACT-API-2022-1010-2315-18-2316786086.pdf","bafkreibhiyvf5zpab3bzpoaqalqshhdum7vqejvpxe546osgqmectdxvji","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_38","bafyreibv6ql73m2bs4up23abh6jr55p3er4fitbno65ubv4jhbhhrslbzq","2021-01-01",480,"2021-03-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,2957000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_39","ACT-API-2022-1010-2315-19-2224886570.pdf","bafkreifldkiygepk6uq72bn4gchzhsxzlzp2vgpwvgg5h7gpvdgtcg2zti","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_39","bafyreihwdqf3qy5nnasa3qpfvmda5ykvih3nl64ovgok57u3tbknrj5pri","2020-01-01",480,"2020-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,2913000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_1022","ACT-API-2022-1010-2315-20-2143519793.pdf","bafkreif263gvjidxvn35fgukl6n64mza6q3bni2ig5zoebyj7p5d574htu","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_40","bafyreiddoj7qal6ddjkejtdci7es2oqmjkmjay3vjyjlgxxfy573fn363e","2021-01-04",480,"2021-06-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,2890000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_1495","ACT-API-2022-1010-2315-21-2380347924.pdf","bafkreihfnk4wq6dalllb3cqsq7d46kehq4g5b6x6dtgj5qj2kzwaq6jkde","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_41","bafyreiarmuofa72ziur7rfjfy246oxjgb6nnbjo25iujjrf5krqkkqvjoe","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,369000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_3036","ACT-API-2022-1010-2315-22-2269536909.pdf","bafkreihzkk2uvdrnb6v6u544bqcucrngri7akzyft6halncnkcrbj75734","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_42","bafyreicswfxizfbpb6vtbaylfh5bcisopvw2kbmm4svfodvv2anri3mtwy","2021-10-01",480,"2021-12-31",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,1000000,"Jimunai II Distributed Windfarm","IREC",,"wind","2020-10-01",480,"2020-12-31",480
"20220501_ACT_PL_transaction_1_attestation_1911","ACT-API-2022-1010-2315-23-2370626133.pdf","bafkreifrckidtvpv6ini7l2s2qdug37jsn3sr2znm4gfj55n2ed7pjsqae","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_43","bafyreicaqa5hzvhev2itlasefg63f5m3nuxordam2cy7udzmiqyznr6c4e","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,2868000000,"Guedin Windfarm","IREC",,"wind","2021-11-03",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_1146","ACT-API-2022-1010-2315-24-2346751331.pdf","bafkreiaewckcvknzlfihxvp2mjfinkm7jj4anm7dvjscsc6utfvwlxsr6y","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_44","bafyreig7ynlsyilvk3xhhjhjriidqpzkalps6id2ukyl2gurhew4f6roru","2021-01-04",480,"2021-06-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,2839000000,"Guedin Windfarm","IREC",,"wind","2021-11-03",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_1729","ACT-API-2022-1010-2315-25-2254415408.pdf","bafkreibzqa75orfnkbtzq6ynvuopqhse7uelg4gsa4g6onxxxkj7simpaa","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_45","bafyreih73jwiho2erthuyblmsonyjhoozl55tzgk3u3cfviil5xhz2qkva","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,2835000000,"Guedin Windfarm","IREC",,"wind","2021-11-03",480,"2021-12-31",480
"20220501_ACT_PL_transaction_1_attestation_1895","ACT-API-2022-1010-2315-26-2257192324.pdf","bafkreifm6vdaa6k2lkwadjpyjgfzu4otwf5gg6w6uuxjo2fmzj6itfwdyu","20220511_ACT_PL_transaction_1_delivery_2_data_certificate_46","bafyreigmwqx24f76jtq434si6wxqccrr4abyufdn2bnslh4a3l2fx7ekoi","2021-07-01",480,"2021-09-30",480,"ACT Commodities Inc.","437 Madison Ave. Suite 17A, New York, NY, 10022, USA","CN",,2795000000,"Guedin Windfarm","IREC",,"wind","2021-11-03",480,"2021-12-31",480
